Landmark,Road,Landmark_road,Lat,Lon
Ngumo Bridge,Mbagathi,Ngumo Bridge Mbagathi,-1.306729,36.803663
Ngumo bridge,Mbagathi Road,Ngumo bridge Mbagathi Road,-1.30689,36.803552
Ngumo Bridge,Mbagathi Road,Ngumo Bridge Mbagathi Road,-1.306729,36.803663
Ngumo bridge,Mbagathi Rd,Ngumo bridge Mbagathi Rd,-1.30689,36.803552
Ngumo Bridge,Mbagathi Rd,Ngumo Bridge Mbagathi Rd,-1.306729,36.803663
nice and lovely,,nice and lovely ,-1.348485,36.903961
Nigerian High Commision,Lenana Rd,Nigerian High Commision Lenana Rd,-1.2891,36.789211
Nigerian High Commision,Lenana Road,Nigerian High Commision Lenana Road, ,36.789211
Nithi bridge,Meru Nairobi Highway,Nithi bridge Meru Nairobi Highway,-0.287247,37.664256
Nithi bridge,Meru Nairobi Road,Nithi bridge Meru Nairobi Road,-0.287247,37.664256
Nithi bridge,Meru Nairobi Rd,Nithi bridge Meru Nairobi Rd,-0.287247,37.664256
Nithi bridge,Nairobi Meru Highway,Nithi bridge Nairobi Meru Highway,-0.287247,37.664256
Nithi bridge,Nairobi Meru Road,Nithi bridge Nairobi Meru Road,-0.287247,37.664256
Nithi bridge,Nairobi Meru Rd,Nithi bridge Nairobi Meru Rd,-0.287247,37.664256
Nithi River bridge,Embu Nairobi Highway,Nithi River bridge Embu Nairobi Highway,-1.228687,36.880661
Njugunas,Waiyaki Way,Njugunas Waiyaki Way,-1.258915,36.780824
NPC Buruburu,Jogoo Rd,NPC Buruburu Jogoo Rd,-1.296212,36.881646
NPC Buruburu,Jogoo Road,NPC Buruburu Jogoo Road,-1.296212,36.881646
NSSF,Kenyatta Ave,NSSF Kenyatta Ave,-1.289287,36.811581
NSSF,Kenyatta Avenue,NSSF Kenyatta Avenue,-1.289287,36.811581
Ntulele,Narok Rd,Ntulele Narok Rd,-1.096136,36.085614
10 stage juja ,juja road,10 stage juja  juja road,-1.263802,36.861063
Nyali Bridge, ,Nyali Bridge  ,-4.042803,39.672455
Nyamindi bridge, ,Nyamindi bridge  ,-0.54765,37.388636
Nyanuguti Primary School,,Nyanuguti Primary School ,-0.772667,34.743544
Nyaru,,Nyaru ,0.322721,35.574835
Nyayo House Roundabout,Uhuru Highway,Nyayo House Roundabout Uhuru Highway,-1.286752,36.817551
Nyayo Stadium,Uhuru Highway,Nyayo Stadium Uhuru Highway,-1.304637,36.826558
Nyayo Stadium Roundabout, ,Nyayo Stadium Roundabout  ,-1.304637,36.826558
Nyayo Stadium Stage,Langata Rd,Nyayo Stadium Stage Langata Rd,-1.305561,36.82462
Nyayo Stadium Stage,Langata Road,Nyayo Stadium Stage Langata Road,-1.305561,36.82462
Nyayo Stadium Stage,Lang'ata Rd,Nyayo Stadium Stage Lang'ata Rd,-1.305561,36.82462
Nyayo Stadium Stage,Lang'ata Road,Nyayo Stadium Stage Lang'ata Road,-1.305561,36.82462
NYS,Thika Rd,NYS Thika Rd,-1.256496,36.855188
NYS,Thika Road,NYS Thika Road,-1.256496,36.855188
NYS,Thika Superhighway,NYS Thika Superhighway,-1.256496,36.855188
NYS,Thika Super Highway,NYS Thika Super Highway,-1.256496,36.855188
NYS,Thika Highway,NYS Thika Highway,-1.256496,36.855188
NYS,Thikard,NYS Thikard,-1.256496,36.855188
Oil Libya,Kiambu Rd,Oil Libya Kiambu Rd,-1.168631,36.826439
Oil Libya,Kiambu Road,Oil Libya Kiambu Road,-1.168631,36.826439
Oil Libya ,Langata Rd,Oil Libya  Langata Rd,-1.3262393,36.7932504
Oil Libya ,Langata Road,Oil Libya  Langata Road,-1.3262393,36.7932504
Oil Libya ,Lang'ata Rd,Oil Libya  Lang'ata Rd,-1.3262393,36.7932504
Oil Libya ,Lang'ata Road,Oil Libya  Lang'ata Road,-1.3262393,36.7932504
Oilibya,Langata Rd,Oilibya Langata Rd,-1.3262393,36.7932504
Oilibya,Kiambu Rd,Oilibya Kiambu Rd,-1.168631,36.826439
Oilibya,Kiambu Road,Oilibya Kiambu Road,-1.168631,36.826439
Oilibya,Langata Road,Oilibya Langata Road,-1.3262393,36.7932504
Oilibya,Lang'ata Rd,Oilibya Lang'ata Rd,-1.3262393,36.7932504
Oilibya,Lang'ata Road,Oilibya Lang'ata Road,-1.3262393,36.7932504
Ojijo Kipande,Kipande Rd,Ojijo Kipande Kipande Rd,-1.272201,36.814668
,, ,,
Ole Odume Riara,Riara Rd,Ole Odume Riara Riara Rd,-1.298687,36.774193
Ole Odume Argwings,Argwings Kodhek Rd,Ole Odume Argwings Argwings Kodhek Rd,-1.292784,36.774639
Ole Odume Arwings,Argwings Kodhek Road,Ole Odume Arwings Argwings Kodhek Road,-1.292784,36.774639
,, ,,
Ole Sereni,Mombasa Rd,Ole Sereni Mombasa Rd,-1.3257544,36.8481879
Ole Sereni,Mombasa Road,Ole Sereni Mombasa Road,-1.3257544,36.8481879
Ole Sereni,Msa Rd,Ole Sereni Msa Rd,-1.3257544,36.8481879
Ole Sereni,Msa Road,Ole Sereni Msa Road,-1.3257544,36.8481879
Oshwal College,2nd Parklands,Oshwal College 2nd Parklands,-1.258864,36.81151
Othaya,Nairobi Nyeri Highway,Othaya Nairobi Nyeri Highway,-0.550656,36.945595
Othaya,Nairobi Nyeri Road,Othaya Nairobi Nyeri Road,-0.550656,36.945595
Othaya,Nairobi Nyeri Rd,Othaya Nairobi Nyeri Rd,-0.550656,36.945595
Othaya,Nyeri Nairobi Highway,Othaya Nyeri Nairobi Highway,-0.550656,36.945595
Othaya,Nyeri Nairobi Rd,Othaya Nyeri Nairobi Rd,-0.550656,36.945595
Othaya,Nyeri Nairobi Road,Othaya Nyeri Nairobi Road,-0.550656,36.945595
Othaya,Nyeri Highway,Othaya Nyeri Highway,-0.550656,36.945595
Outer Ring Junction,Thika Rd,Outer Ring Junction Thika Rd,-1.245011,36.867174
Outer Ring Junction,Thika Road,Outer Ring Junction Thika Road,-1.245011,36.867174
Outer Ring Junction,Thika Superhighway,Outer Ring Junction Thika Superhighway,-1.245011,36.867174
Outer Ring Junction,Thika Super Highway,Outer Ring Junction Thika Super Highway,-1.245011,36.867174
Outer Ring Junction,Thika Highway,Outer Ring Junction Thika Highway,-1.245011,36.867174
Outer Ring Junction,Thikard,Outer Ring Junction Thikard,-1.245011,36.867174
Outer Ring overpass,Eastern Bypass,Outer Ring overpass Eastern Bypass,-1.323757,36.900027
Panafric Hotel,Valley Rd,Panafric Hotel Valley Rd,-1.2897042,36.8098617
Panafric Hotel,Valley Road,Panafric Hotel Valley Road,-1.2897042,36.8098617
Panari,Mombasa Rd,Panari Mombasa Rd,-1.329442,36.85551
Panari,Mombasa Road,Panari Mombasa Road,-1.329442,36.85551
Panari,Msa Rd,Panari Msa Rd,-1.329442,36.85551
Panari,Msa Road,Panari Msa Road,-1.329442,36.85551
Pangani,Thika Rd,Pangani Thika Rd,-1.264914,36.83594
Pangani,Thika Road,Pangani Thika Road,-1.264914,36.83594
Pangani,Thika Superhighway,Pangani Thika Superhighway,-1.264914,36.83594
Pangani,Thika Super Highway,Pangani Thika Super Highway,-1.264914,36.83594
Pangani,Thika Highway,Pangani Thika Highway,-1.264914,36.83594
Pangani,Thikard,Pangani Thikard,-1.264914,36.83594
Pangani flyover,Forest Rd,Pangani flyover Forest Rd,-1.2669,36.833594
Pangani flyover,Forest Road,Pangani flyover Forest Road,-1.2669,36.833594
Pangani police station, ,Pangani police station  ,-1.269761,36.836479
Pangani service lane,Thika Rd,Pangani service lane Thika Rd,-1.265193,36.836123
Pangani service lane,Thika Road,Pangani service lane Thika Road,-1.265193,36.836123
Pangani service lane,Thika Superhighway,Pangani service lane Thika Superhighway,-1.265193,36.836123
Pangani service lane,Thika Super Highway,Pangani service lane Thika Super Highway,-1.265193,36.836123
Pangani service lane,Thika Highway,Pangani service lane Thika Highway,-1.265193,36.836123
Pangani service lane,Thikard,Pangani service lane Thikard,-1.265193,36.836123
Pangani underpass,Murgang'a Rd,Pangani underpass Murgang'a Rd,-1.266611,36.834618
Park Place,Magadi Rd,Park Place Magadi Rd,-1.35677,36.762237
Park Place,Magadi Road,Park Place Magadi Road,-1.35677,36.762237
parklands overpass,forest road,parklands overpass forest road,-1.268766,36.820666
Parkside Towers,Mombasa Rd,Parkside Towers Mombasa Rd,-1.325381,36.848536
Parkside Towers,Mombasa Road,Parkside Towers Mombasa Road,-1.325381,36.848536
Parkside Towers,Msa Rd,Parkside Towers Msa Rd,-1.325381,36.848536
Parkside Towers,Msa Road,Parkside Towers Msa Road,-1.325381,36.848536
Parliament,Uhuru Highway,Parliament Uhuru Highway,-1.290602,36.819446
Parliament zebra crossing, ,Parliament zebra crossing  ,-1.289135,36.818668
Peponi junction,Lower Kabete,Peponi junction Lower Kabete,-1.259069,36.801763
Peponi junction,Lower Kabete Road,Peponi junction Lower Kabete Road,-1.259069,36.801763
Peponi junction,Lower Kabete Rd,Peponi junction Lower Kabete Rd,-1.259069,36.801763
Pizza Inn Mwembe Tayari, ,Pizza Inn Mwembe Tayari  ,-4.059947,39.670845
Post Office ronald ngala,Ronald Ngala Rd,Post Office ronald ngala Ronald Ngala Rd,-1.285015,36.829317
Prestige,Ngong Rd,Prestige Ngong Rd,-1.299685,36.786834
Prestige,Ngong Road,Prestige Ngong Road,-1.299685,36.786834
primary school turn off,State House Rd,primary school turn off State House Rd,-1.283217,36.806885
Rabuor Market,Ahero Road,Rabuor Market Ahero Road,-0.1492916,34.8258717
Racecourse,Ngong Rd,Racecourse Ngong Rd,-1.306478,36.738898
Racecourse,Ngong Road,Racecourse Ngong Road,-1.306478,36.738898
Railway Bridge,Mombasa Rd,Railway Bridge Mombasa Rd,-1.329144,36.875186
Railway bridge,Uhuru Highway,Railway bridge Uhuru Highway,-1.295137,36.821932
Railway Bridge,Mombasa Road,Railway Bridge Mombasa Road,-1.329144,36.875186
Railway Bridge,Msa Rd,Railway Bridge Msa Rd,-1.329144,36.875186
Railway Bridge,Msa Road,Railway Bridge Msa Road,-1.329144,36.875186
railway footbridge Nakuru, ,railway footbridge Nakuru  ,-0.282063,36.075662
railways club,Haile Selasie,railways club Haile Selasie,-1.289647,36.826816
railways club,Haile Sellasie,railways club Haile Sellasie,-1.289647,36.826816
Railways Roundabout,,Railways Roundabout ,-1.292753,36.820539
Rasta stage,Kayole Rd,Rasta stage Kayole Rd,-1.27507,36.91756
Rasta stage,Kayole Road,Rasta stage Kayole Road,-1.27507,36.91756
Raster stage,Kayole Rd,Raster stage Kayole Rd,-1.27507,36.91756
Raster stage,Kayole Road,Raster stage Kayole Road,-1.27507,36.91756
Red Cross Junction,Popo Rd,Red Cross Junction Popo Rd,-1.3221739,36.8335308
Regal Plaza,Limuru Rd,Regal Plaza Limuru Rd,-1.249523,36.820946
Regal Plaza,Limuru Road,Regal Plaza Limuru Road,-1.249523,36.820946
Reliance,Mombasa Rd,Reliance Mombasa Rd,-1.328382,36.853529
Reliance,Mombasa Road,Reliance Mombasa Road,-1.328382,36.853529
Reliance,Msa Rd,Reliance Msa Rd,-1.328382,36.853529
Reliance,Msa Road,Reliance Msa Road,-1.328382,36.853529
riara school,,riara school ,-1.296076,36.756768
Riara University bridge,Mbagathi Way,Riara University bridge Mbagathi Way,-1.314332,36.807752
Riara University bridge,Mbagathi,Riara University bridge Mbagathi,-1.314332,36.807752
Riara University bridge,Mbagathi Road,Riara University bridge Mbagathi Road,-1.314332,36.807752
Riara University bridge,Mbagathi Rd,Riara University bridge Mbagathi Rd,-1.314332,36.807752
Rib shark,Kiambu Rd,Rib shark Kiambu Rd,-1.240391,36.844196
Rib shark,Kiambu Road,Rib shark Kiambu Road,-1.240391,36.844196
ribshark,Kiambu Rd,ribshark Kiambu Rd,-1.240391,36.844196
ribshark,Kiambu Road,ribshark Kiambu Road,-1.240391,36.844196
Ridgeways,Kiambu Rd,Ridgeways Kiambu Rd,-1.22479,36.838621
Ridgeways,Kiambu Road,Ridgeways Kiambu Road,-1.22479,36.838621
Ridgeway's,Kiambu Rd,Ridgeway's Kiambu Rd,-1.22479,36.838621
Ridgeway's,Kiambu Road,Ridgeway's Kiambu Road,-1.22479,36.838621
Rift Valley view point,Nairobi Nakuru Highway,Rift Valley view point Nairobi Nakuru Highway,-1.012202,36.625316
Rift Valley view point,Nakuru Nairobi Highway,Rift Valley view point Nakuru Nairobi Highway,-1.012202,36.625316
Rift Valley view point,Nairobi Nakuru Rd,Rift Valley view point Nairobi Nakuru Rd,-1.012202,36.625316
Rift Valley view point,Nairobi Nakuru Road,Rift Valley view point Nairobi Nakuru Road,-1.012202,36.625316
Rift Valley view point,Nakuru Nairobi Road,Rift Valley view point Nakuru Nairobi Road,-1.012202,36.625316
Rift Valley view point,Nakuru Highway,Rift Valley view point Nakuru Highway,-1.012202,36.625316
Rikana,Jogoo Rd,Rikana Jogoo Rd,-1.293962,36.851083
Rikana,Jogoo Road,Rikana Jogoo Road,-1.293962,36.851083
Ring Road Parklands,General Mathenge,Ring Road Parklands General Mathenge,-1.25649,36.806704
Ring Road Parklands,Gen Mathenge ,Ring Road Parklands Gen Mathenge ,-1.25649,36.806704
Ring Road Parklands,General Mathenge Drive,Ring Road Parklands General Mathenge Drive,-1.25649,36.806704
Roasters,Thika Rd,Roasters Thika Rd,-1.234774,36.873009
Roasters,Thika Road,Roasters Thika Road,-1.234774,36.873009
Roasters,Thika Superhighway,Roasters Thika Superhighway,-1.234774,36.873009
Roasters,Thika Super Highway,Roasters Thika Super Highway,-1.234774,36.873009
Roasters,Thika Highway,Roasters Thika Highway,-1.234774,36.873009
Roasters,Thikard,Roasters Thikard,-1.234774,36.873009
Roundabout,Jogoo Rd,Roundabout Jogoo Rd,-1.2919615,36.8415906
Roundabout,12th Street Eastleigh,Roundabout 12th Street Eastleigh,-1.279096,36.850629
Roundabout,Eastleigh 12th Street,Roundabout Eastleigh 12th Street,-1.279096,36.850629
Roundabout,Jogoo Road,Roundabout Jogoo Road,-1.2919615,36.8415906
Roysambu,Thika Rd,Roysambu Thika Rd,-1.218213,36.892995
Roysambu,Thika Road,Roysambu Thika Road,-1.218213,36.892995
Roysambu,Thika Superhighway,Roysambu Thika Superhighway,-1.218213,36.892995
Roysambu,Thika Super Highway,Roysambu Thika Super Highway,-1.218213,36.892995
Roysambu,Thika Highway,Roysambu Thika Highway,-1.218213,36.892995
Roysambu,Thikard,Roysambu Thikard,-1.218213,36.892995
Roysambu footbridge,Thika Rd,Roysambu footbridge Thika Rd,-1.217022,36.894254
Roysambu footbridge,Thika Road,Roysambu footbridge Thika Road,-1.217022,36.894254
Roysambu footbridge,Thika Superhighway,Roysambu footbridge Thika Superhighway,-1.217022,36.894254
Roysambu footbridge,Thika Super Highway,Roysambu footbridge Thika Super Highway,-1.217022,36.894254
Roysambu footbridge,Thika Highway,Roysambu footbridge Thika Highway,-1.217022,36.894254
Roysambu footbridge,Thikard,Roysambu footbridge Thikard,-1.217022,36.894254
Roysambu roundabout,Thika Rd,Roysambu roundabout Thika Rd,-1.219527,36.891491
Roysambu roundabout,Thika Road,Roysambu roundabout Thika Road,-1.219527,36.891491
Roysambu roundabout,Thika Superhighway,Roysambu roundabout Thika Superhighway,-1.219527,36.891491
Roysambu roundabout,Thika Super Highway,Roysambu roundabout Thika Super Highway,-1.219527,36.891491
Roysambu roundabout,Thika Highway,Roysambu roundabout Thika Highway,-1.219527,36.891491
Roysambu roundabout,Thikard,Roysambu roundabout Thikard,-1.219527,36.891491
Roysambu stage,,Roysambu stage ,-1.2182479,36.8911515
Ruai bypass,Bypass,Ruai bypass Bypass,-1.264053,36.982889
Ruai eastern bypass,Eastern Bypass,Ruai eastern bypass Eastern Bypass,-1.255865,36.986048
Ruai Flyover,Eastern Bypass,Ruai Flyover Eastern Bypass,-1.264095,36.982804
Ruai Junction,Bypass,Ruai Junction Bypass,-1.264053,36.982889
Ruaka bypass,Bypass,Ruaka bypass Bypass,-1.205177,36.780824
Ruiru Bypass, ,Ruiru Bypass  ,-1.165041,36.957851
Ruiru eastern bypass,Eastern Bypass,Ruiru eastern bypass Eastern Bypass,-1.165246,36.958641
ruiru footbridge,,ruiru footbridge ,-1.150225,36.961919
ruiru kihunguro ,,ruiru kihunguro  ,-1.16051,36.958517
Ruiru Overpass,Thika Rd,Ruiru Overpass Thika Rd,-1.147199,36.963002
Ruiru Overpass,Thika Road,Ruiru Overpass Thika Road,-1.147199,36.963002
Ruiru Overpass,Thika Superhighway,Ruiru Overpass Thika Superhighway,-1.147199,36.963002
Ruiru Overpass,Thika Super Highway,Ruiru Overpass Thika Super Highway,-1.147199,36.963002
Ruiru Overpass,Thika Highway,Ruiru Overpass Thika Highway,-1.147199,36.963002
Ruiru Overpass,Thikard,Ruiru Overpass Thikard,-1.147199,36.963002
Ruiru Stage,Thika Rd,Ruiru Stage Thika Rd,-1.149287,36.9621491
Ruiru Stage,Thika Road,Ruiru Stage Thika Road,-1.149287,36.9621491
Ruiru Stage,Thika Superhighway,Ruiru Stage Thika Superhighway,-1.149287,36.9621491
Ruiru Stage,Thika Super Highway,Ruiru Stage Thika Super Highway,-1.149287,36.9621491
Ruiru Stage,Thika Highway,Ruiru Stage Thika Highway,-1.149287,36.9621491
Ruiru Stage,Thikard,Ruiru Stage Thikard,-1.149287,36.9621491
Ruiru weighbridge,Thika Rd,Ruiru weighbridge Thika Rd,-1.129469,36.989043
Ruiru weighbridge,Thika Road,Ruiru weighbridge Thika Road,-1.129469,36.989043
Ruiru weighbridge,Thika Superhighway,Ruiru weighbridge Thika Superhighway,-1.129469,36.989043
Ruiru weighbridge,Thika Super Highway,Ruiru weighbridge Thika Super Highway,-1.129469,36.989043
Ruiru weighbridge,Thika Highway,Ruiru weighbridge Thika Highway,-1.129469,36.989043
Ruiru weighbridge,Thikard,Ruiru weighbridge Thikard,-1.129469,36.989043
Runda Road,Bypass,Runda Road Bypass,-1.21556,36.814998
Runyenjes,Meru Nairobi Rd,Runyenjes Meru Nairobi Rd,-0.4231629,37.5690254
Saba Saba Junction, ,Saba Saba Junction  ,-4.0458158,39.6612536
Safari Park,Thika Rd,Safari Park Thika Rd,-1.226622,36.883555
Safari Park,Thika Road,Safari Park Thika Road,-1.226622,36.883555
Safari Park,Thika Superhighway,Safari Park Thika Superhighway,-1.226622,36.883555
Safari Park,Thika Super Highway,Safari Park Thika Super Highway,-1.226622,36.883555
Safari Park,Thika Highway,Safari Park Thika Highway,-1.226622,36.883555
Safari Park,Thikard,Safari Park Thikard,-1.226622,36.883555
Safaricom,Waiyaki Way,Safaricom Waiyaki Way,-1.259496,36.786095
Sagana, ,Sagana  ,-0.664905,37.209041
Sagana bridge, ,Sagana bridge  ,-0.67098,37.20397
Salama,Mombasa Rd,Salama Mombasa Rd,-1.853013,37.259803
Salama,Mombasa Road,Salama Mombasa Road,-1.853013,37.259803
Salama,Msa Rd,Salama Msa Rd,-1.853013,37.259803
Salama,Msa Road,Salama Msa Road,-1.853013,37.259803
Salgaa, ,Salgaa  ,-0.205627,35.848215
Samburu,Mombasa Rd,Samburu Mombasa Rd,-3.789615,39.371052
Samburu,Mombasa Road,Samburu Mombasa Road,-3.789615,39.371052
Samburu,Msa Rd,Samburu Msa Rd,-3.789615,39.371052
Samburu,Msa Road,Samburu Msa Road,-3.789615,39.371052
Sameer  ,Mombasa Rd,Sameer   Mombasa Rd,-1.3305106,36.865158
Sameer  ,Mombasa Road,Sameer   Mombasa Road,-1.3305106,36.865158
Sameer  ,Msa Rd,Sameer   Msa Rd,-1.3305106,36.865158
Sameer  ,Msa Road,Sameer   Msa Road,-1.3305106,36.865158
Sameer Business Park,Mombasa Rd,Sameer Business Park Mombasa Rd,-1.3305106,36.865158
Sameer Business Park,Mombasa Road,Sameer Business Park Mombasa Road,-1.3305106,36.865158
Sameer Business Park,Msa Rd,Sameer Business Park Msa Rd,-1.3305106,36.865158
Sameer Business Park,Msa Road,Sameer Business Park Msa Road,-1.3305106,36.865158
Shell langata,Langata Rd,Shell langata Langata Rd,-1.316197,36.813866
Shell mbagathi,Mbagathi Way,Shell mbagathi Mbagathi Way,-1.307503,36.803904
Shell mombasa,Mombasa Rd,Shell mombasa Mombasa Rd,-1.321225,36.841321
equity enterprise,enterprise rd,equity enterprise enterprise rd,-1.30906,36.845444
maji mazuri mwiki,,maji mazuri mwiki ,-1.231998,36.926274
koja mosque,moi ave,koja mosque moi ave,-1.281624,36.821436
dc stage,jogoo rd,dc stage jogoo rd,-1.296505,36.862579
mushroom kiambu,kiambu rd,mushroom kiambu kiambu rd,-1.195855,36.838219
mbati rolling mills,mombasa rd,mbati rolling mills mombasa rd,-1.370005,36.917238
serena stage,,serena stage ,-1.288294,36.813735
Shell msa,Msa Rd,Shell msa Msa Rd,-1.321225,36.841321
,, ,,
shell lusaka,lusaka road,shell lusaka lusaka road,-1.303851,36.828437
,, ,,
Shell Museum Hill,Forest Rd,Shell Museum Hill Forest Rd,-1.267445,36.831735
Shell Museum Hill,Forest Road,Shell Museum Hill Forest Road,-1.267445,36.831735
Shell near White House,Outer Ring Rd,Shell near White House Outer Ring Rd,-1.293723,36.886114
Shell near White House,Outer Ring Road,Shell near White House Outer Ring Road,-1.293723,36.886114
Shell near White House,Outer Ring Rd,Shell near White House Outer Ring Rd,-1.293723,36.886114
Shell near White House,Outering Road,Shell near White House Outering Road,-1.293723,36.886114
Shell Nyeri,Meru Nairobi Highway,Shell Nyeri Meru Nairobi Highway,-0.93023,37.15949
Shell Nyeri,Meru Nairobi Road,Shell Nyeri Meru Nairobi Road,-0.93023,37.15949
Shell Nyeri,Meru Nairobi Rd,Shell Nyeri Meru Nairobi Rd,-0.93023,37.15949
Shell Nyeri,Nairobi Meru Highway,Shell Nyeri Nairobi Meru Highway,-0.93023,37.15949
Shell Nyeri,Nairobi Meru Road,Shell Nyeri Nairobi Meru Road,-0.93023,37.15949
Shell Nyeri,Nairobi Meru Rd,Shell Nyeri Nairobi Meru Rd,-0.93023,37.15949
Shika Adabu School,Ukundo Likoni Rd,Shika Adabu School Ukundo Likoni Rd,-4.113271,39.637627
Shiners Girls School, ,Shiners Girls School  ,-0.295384,36.128664
sigalagala,,sigalagala ,0.192364,34.762394
sigona golf club,,sigona golf club ,-1.223421,36.663584
Simba Cement, ,Simba Cement  ,-1.448988,36.970337
Small World, ,Small World  ,-1.483128,37.048484
Sodom Stage,Waiyaki Way,Sodom Stage Waiyaki Way,-1.26406,36.754197
Sony Sugar,Migori Kisii Rd,Sony Sugar Migori Kisii Rd,-0.895011,34.540383
Sony Sugar,Migori Kisii Road,Sony Sugar Migori Kisii Road,-0.895011,34.540383
Sony Sugar,Kisii Migori Road,Sony Sugar Kisii Migori Road,-0.895011,34.540383
SOS,Links Rd,SOS Links Rd,-4.024534,39.719866
SOS,Links Road,SOS Links Road,-4.024534,39.719866
South B bridge,Mombasa Rd,South B bridge Mombasa Rd,-1.319769,36.8384
South B bridge,Mombasa Road,South B bridge Mombasa Road,-1.319769,36.8384
South B bridge,Msa Rd,South B bridge Msa Rd,-1.319769,36.8384
South B bridge,Msa Road,South B bridge Msa Road,-1.319769,36.8384
South B exit,Mombasa Rd,South B exit Mombasa Rd,-1.319275,36.838047
South B exit,Mombasa Road,South B exit Mombasa Road,-1.319275,36.838047
South B exit,Msa Rd,South B exit Msa Rd,-1.319275,36.838047
South B exit,Msa Road,South B exit Msa Road,-1.319275,36.838047
South B flyover,Mombasa Rd,South B flyover Mombasa Rd,-1.319769,36.8384
South B flyover,Mombasa Road,South B flyover Mombasa Road,-1.319769,36.8384
South B flyover,Msa Rd,South B flyover Msa Rd,-1.319769,36.8384
South B flyover,Msa Road,South B flyover Msa Road,-1.319769,36.8384
South B shopping center, ,South B shopping center  ,-1.311612,36.838266
South C bridge,Mombasa Rd,South C bridge Mombasa Rd,-1.319769,36.8384
South C bridge,Mombasa Road,South C bridge Mombasa Road,-1.319769,36.8384
South C bridge,Msa Rd,South C bridge Msa Rd,-1.319769,36.8384
South C bridge,Msa Road,South C bridge Msa Road,-1.319769,36.8384
South C flyover,Mombasa Rd,South C flyover Mombasa Rd,-1.319769,36.8384
South C flyover,Mombasa Road,South C flyover Mombasa Road,-1.319769,36.8384
South C flyover,Msa Rd,South C flyover Msa Rd,-1.319769,36.8384
South C flyover,Msa Road,South C flyover Msa Road,-1.319769,36.8384
Southern Bypass Entrance Kikuyu,Southern Bypass,Southern Bypass Entrance Kikuyu Southern Bypass,-1.237917,36.666333
Southern Bypass Ngong,Ngong Rd,Southern Bypass Ngong Ngong Rd,-1.3091045,36.727252
Southern Bypass Mombasa,Mombasa Rd,Southern Bypass Mombasa Mombasa Rd,-1.3255649,36.8481079
Southern Bypass Msa,Mombasa Road,Southern Bypass Msa Mombasa Road,-1.3255649,36.8481079
,, ,,
,, ,,
,, ,,
st marys hospital nakuru,,st marys hospital nakuru ,-0.411979,36.254207
st mary's hospital nakuru,,st mary's hospital nakuru ,-0.411979,36.254207
St. Elizabeth , ,St. Elizabeth   ,-1.323113,36.704754
St. Francis church,Links Rd,St. Francis church Links Rd,-4.027231,39.713315
St. Francis church,Links Road,St. Francis church Links Road,-4.027231,39.713315
St. Marks,Waiyaki Way,St. Marks Waiyaki Way,-1.260943,36.796665
St. Marys,Lower Kabete,St. Marys Lower Kabete,-1.245775,36.771889
St. Marys,Langata Rd,St. Marys Langata Rd,-1.332937,36.78164
St. Marys,Langata Road,St. Marys Langata Road,-1.332937,36.78164
St. Marys,Lang'ata Rd,St. Marys Lang'ata Rd,-1.332937,36.78164
St. Marys,Lang'ata Road,St. Marys Lang'ata Road,-1.332937,36.78164
St. Mary's,Lower Kabete,St. Mary's Lower Kabete,-1.245775,36.771889
St. Mary's,Langata Rd,St. Mary's Langata Rd,-1.332937,36.78164
St. Mary's,Langata Road,St. Mary's Langata Road,-1.332937,36.78164
St. Mary's,Lang'ata Rd,St. Mary's Lang'ata Rd,-1.332937,36.78164
St. Mary's,Lang'ata Road,St. Mary's Lang'ata Road,-1.332937,36.78164
St. Marys Nakuru,,St. Marys Nakuru ,-0.4111898,36.2538743
St. Mary's Nakuru,,St. Mary's Nakuru ,-0.4111898,36.2538743
St. Paul University,,St. Paul University ,-1.14949,36.667375
St. Teresa,1st Avenue Eastleigh,St. Teresa 1st Avenue Eastleigh,-1.278965,36.850879
St. Theresa's,1st Avenue Eastleigh,St. Theresa's 1st Avenue Eastleigh,-1.278965,36.850879
Standard Group HQ,Mombasa Rd,Standard Group HQ Mombasa Rd,-1.331115,36.860415
Standard Group HQ,Mombasa Road,Standard Group HQ Mombasa Road,-1.331115,36.860415
Standard Group HQ,Msa Rd,Standard Group HQ Msa Rd,-1.331115,36.860415
Standard Group HQ,Msa Road,Standard Group HQ Msa Road,-1.331115,36.860415
Starhe Boys, ,Starhe Boys  ,-1.2786424,36.8394864
State House intersection,,State House intersection ,-1.289065,36.812008
State House junction,,State House junction ,-1.289065,36.812008
Subaru Kenya,Mombasa Rd,Subaru Kenya Mombasa Rd,-1.330688,36.856801
Subaru Kenya,Mombasa Road,Subaru Kenya Mombasa Road,-1.330688,36.856801
Subaru Kenya,Msa Rd,Subaru Kenya Msa Rd,-1.330688,36.856801
Subaru Kenya,Msa Road,Subaru Kenya Msa Road,-1.330688,36.856801
suneka,,suneka ,-0.67855,34.708787
Sunshine Secondary School,Langata Rd,Sunshine Secondary School Langata Rd,-1.321142,36.808711
Sunshine Secondary School,Langata Road,Sunshine Secondary School Langata Road,-1.321142,36.808711
Sunshine Secondary School,Lang'ata Rd,Sunshine Secondary School Lang'ata Rd,-1.321142,36.808711
Sunshine Secondary School,Lang'ata Road,Sunshine Secondary School Lang'ata Road,-1.321142,36.808711
supreme court roundabout,,supreme court roundabout ,-1.286755,36.822729
