Landmark,Road,Landmark_road,Lat,Lon
globe flyover,,globe flyover ,-1.278666,36.821249
Globe overpass, ,Globe overpass  ,-1.278666,36.821249
Globe round about, ,Globe round about  ,-1.278666,36.821249
GM enterprise,Enterprise Rd,GM enterprise Enterprise Rd,-1.327438,36.870504
GM,Mombasa Rd,GM Mombasa Rd,-1.330205,36.870268
GM,Mombasa Road,GM Mombasa Road,-1.330205,36.870268
GM,Msa Rd,GM Msa Rd,-1.330205,36.870268
GM,Msa Road,GM Msa Road,-1.330205,36.870268
GM footbridge,Mombasa Rd,GM footbridge Mombasa Rd,-1.329808,36.870738
GM footbridge,Mombasa Road,GM footbridge Mombasa Road,-1.329808,36.870738
GM footbridge,Msa Rd,GM footbridge Msa Rd,-1.329808,36.870738
GM footbridge,Msa Road,GM footbridge Msa Road,-1.329808,36.870738
GPO,Kenyatta Ave,GPO Kenyatta Ave,-1.285843,36.818918
GPO,Kenyatta Avenue,GPO Kenyatta Avenue,-1.285843,36.818918
Greenhouse,Ngong Rd,Greenhouse Ngong Rd,-1.299983,36.781683
Greenhouse,Ngong Road,Greenhouse Ngong Road,-1.299983,36.781683
Greenpark estate,Mombasa Rd,Greenpark estate Mombasa Rd,-1.460895,37.009517
GSU,Thika Rd,GSU Thika Rd,-1.244688,36.867072
GSU,Thika Road,GSU Thika Road,-1.244688,36.867072
GSU,Thika Superhighway,GSU Thika Superhighway,-1.244688,36.867072
GSU,Thika Super Highway,GSU Thika Super Highway,-1.244688,36.867072
GSU,Thika Highway,GSU Thika Highway,-1.244688,36.867072
GSU,Thikard,GSU Thikard,-1.244688,36.867072
GSU Headquarters,Thika Rd,GSU Headquarters Thika Rd,-1.244177,36.867384
GSU Headquarters,Thika Road,GSU Headquarters Thika Road,-1.244177,36.867384
GSU Headquarters,Thika Superhighway,GSU Headquarters Thika Superhighway,-1.244177,36.867384
GSU Headquarters,Thika Super Highway,GSU Headquarters Thika Super Highway,-1.244177,36.867384
GSU Headquarters,Thika Highway,GSU Headquarters Thika Highway,-1.244177,36.867384
GSU Headquarters,Thikard,GSU Headquarters Thikard,-1.244177,36.867384
Guru Nanak ,,Guru Nanak  ,-1.269348,36.83213
Guru Nanak Hospital,Murgang'a Rd,Guru Nanak Hospital Murgang'a Rd,-1.269348,36.83213
Gurunanak ,,Gurunanak  ,-1.269348,36.83213
Haile Selassie roundabout,Uhuru Highway,Haile Selassie roundabout Uhuru Highway,-1.292492,36.820385
hamsa,Jogoo Rd,hamsa Jogoo Rd,-1.296938,36.876599
hamsa,Jogoo Road,hamsa Jogoo Road,-1.296938,36.876599
Hamza,Jogoo Rd,Hamza Jogoo Rd,-1.296938,36.876599
Hamza,Jogoo Road,Hamza Jogoo Road,-1.296938,36.876599
Heron Hotel,Milimani Rd,Heron Hotel Milimani Rd,-1.2894378,36.8087142
Heron Hotel,Milimani Road,Heron Hotel Milimani Road,-1.2894378,36.8087142
high rise,Mbagathi,high rise Mbagathi,-1.314361,36.807766
Highrise,Mbagathi,Highrise Mbagathi,-1.314361,36.807766
Highway Towers,Nakuru Highway,Highway Towers Nakuru Highway,-0.282913,36.072441
Hillcrest School,Langata Rd,Hillcrest School Langata Rd,-1.338322,36.7348051
Hillcrest School,Langata Road,Hillcrest School Langata Road,-1.338322,36.7348051
Hillcrest School,Lang'ata Rd,Hillcrest School Lang'ata Rd,-1.338322,36.7348051
Hillcrest School,Lang'ata Road,Hillcrest School Lang'ata Road,-1.338322,36.7348051
homeland  ,,homeland   ,-1.230589,36.8782206
Homeland Inn,Thika Rd,Homeland Inn Thika Rd,-1.230589,36.8782206
Homeland Inn,Thika Road,Homeland Inn Thika Road,-1.230589,36.8782206
Homeland Inn,Thika Superhighway,Homeland Inn Thika Superhighway,-1.230589,36.8782206
Homeland Inn,Thika Super Highway,Homeland Inn Thika Super Highway,-1.230589,36.8782206
Homeland Inn,Thika Highway,Homeland Inn Thika Highway,-1.230589,36.8782206
Homeland Inn,Thikard,Homeland Inn Thikard,-1.230589,36.8782206
Huruma roundabout,Outer Ring Rd,Huruma roundabout Outer Ring Rd,-1.262242,36.879051
Huruma roundabout,Outer Ring Road,Huruma roundabout Outer Ring Road,-1.262242,36.879051
Huruma roundabout,Outer Ring Rd,Huruma roundabout Outer Ring Rd,-1.262242,36.879051
Huruma roundabout,Outering Road,Huruma roundabout Outering Road,-1.262242,36.879051
ICUN,Magadi Rd,ICUN Magadi Rd,-1.3720655,36.7685902
ICUN,Magadi Road,ICUN Magadi Road,-1.3720655,36.7685902
ILRI Offices, ,ILRI Offices  ,-1.268532,36.723179
Imara Daima,Mombasa Rd,Imara Daima Mombasa Rd,-1.329256,36.874496
Imara Daima,Mombasa Road,Imara Daima Mombasa Road,-1.329256,36.874496
Imara Daima,Msa Rd,Imara Daima Msa Rd,-1.329256,36.874496
Imara Daima,Msa Road,Imara Daima Msa Road,-1.329256,36.874496
Imara Daima bridge,Mombasa Rd,Imara Daima bridge Mombasa Rd,-1.329189,36.874911
Imara Daima bridge,Mombasa Road,Imara Daima bridge Mombasa Road,-1.329189,36.874911
Imara Daima bridge,Msa Rd,Imara Daima bridge Msa Rd,-1.329189,36.874911
Imara Daima bridge,Msa Road,Imara Daima bridge Msa Road,-1.329189,36.874911
Imara Daima stage,Mombasa Rd,Imara Daima stage Mombasa Rd,-1.328776,36.880573
Imara Daima stage,Mombasa Road,Imara Daima stage Mombasa Road,-1.328776,36.880573
Imara Daima stage,Msa Rd,Imara Daima stage Msa Rd,-1.328776,36.880573
Imara Daima stage,Msa Road,Imara Daima stage Msa Road,-1.328776,36.880573
Impala Club,Ngong Rd,Impala Club Ngong Rd,-1.300414,36.768904
Impala Club,Ngong Road,Impala Club Ngong Road,-1.300414,36.768904
Institute of Quality Surveyors of Kenya,Argwings Kodhek Rd,Institute of Quality Surveyors of Kenya Argwings Kodhek Rd,-1.292848,36.790162
Institute of Quality Surveyors of Kenya,Argwings Kodhek Road,Institute of Quality Surveyors of Kenya Argwings Kodhek Road,-1.292848,36.790162
Institute of Quality Surveyors of Kenya,Argwings Kodhek,Institute of Quality Surveyors of Kenya Argwings Kodhek,-1.292848,36.790162
Integrity,Valley Rd,Integrity Valley Rd,-1.2897042,36.8098617
Integrity,Valley Road,Integrity Valley Road,-1.2897042,36.8098617
Ishiara Market, ,Ishiara Market  ,-0.451948,37.789418
Jacaranda garden,Kamiti Rd,Jacaranda garden Kamiti Rd,-1.190829,36.897275
Jacaranda garden,Kamiti,Jacaranda garden Kamiti,-1.190829,36.897275
Jacaranda garden,Kamiti Road,Jacaranda garden Kamiti Road,-1.190829,36.897275
Jambo Hotel Mombasa,,Jambo Hotel Mombasa ,-4.027736,39.626352
Jambo Plaza,3rd Parklands,Jambo Plaza 3rd Parklands,-1.259326,36.816685
JKIA junction,Mombasa Rd,JKIA junction Mombasa Rd,-1.331118,36.887874
JKIA junction,Mombasa Road,JKIA junction Mombasa Road,-1.331118,36.887874
JKIA junction,Msa Rd,JKIA junction Msa Rd,-1.331118,36.887874
JKIA junction,Msa Road,JKIA junction Msa Road,-1.331118,36.887874
JKUAT,Thika Rd,JKUAT Thika Rd,-1.1054629,37.017113
JKUAT,Thika Road,JKUAT Thika Road,-1.1054629,37.017113
JKUAT,Thika Superhighway,JKUAT Thika Superhighway,-1.1054629,37.017113
JKUAT,Thika Super Highway,JKUAT Thika Super Highway,-1.1054629,37.017113
JKUAT,Thika Highway,JKUAT Thika Highway,-1.1054629,37.017113
JKUAT,Thikard,JKUAT Thikard,-1.1054629,37.017113
Jomo Kenyatta University,Thika Rd,Jomo Kenyatta University Thika Rd,-1.1054629,37.017113
Jomo Kenyatta University,Thika Road,Jomo Kenyatta University Thika Road,-1.1054629,37.017113
Jomo Kenyatta University,Thika Superhighway,Jomo Kenyatta University Thika Superhighway,-1.1054629,37.017113
Jomo Kenyatta University,Thika Super Highway,Jomo Kenyatta University Thika Super Highway,-1.1054629,37.017113
Jomo Kenyatta University,Thika Highway,Jomo Kenyatta University Thika Highway,-1.1054629,37.017113
Jomo Kenyatta University,Thikard,Jomo Kenyatta University Thikard,-1.1054629,37.017113
Joyland,Limuru Rd,Joyland Limuru Rd,-1.204923,36.776674
Joyland,Limuru Road,Joyland Limuru Road,-1.204923,36.776674
Juakali area,Landhies Rd,Juakali area Landhies Rd,-1.289989,36.841336
Juakali area,Landhies Road,Juakali area Landhies Road,-1.289989,36.841336
Juakali area,Landhies inbound,Juakali area Landhies inbound,-1.289989,36.841336
Juakali area,Landhis rd,Juakali area Landhis rd,-1.289989,36.841336
Juakali area,landhis road,Juakali area landhis road,-1.289989,36.841336
Jubilee Church,Forest Ln,Jubilee Church Forest Ln,-1.269847,36.824195
Jubilee Church,Forest Lane,Jubilee Church Forest Lane,-1.269847,36.824195
Juja Mall,Thika Rd,Juja Mall Thika Rd,-1.118067,37.010214
Juja Mall,Thika Road,Juja Mall Thika Road,-1.118067,37.010214
Juja Mall,Thika Superhighway,Juja Mall Thika Superhighway,-1.118067,37.010214
Juja Mall,Thika Super Highway,Juja Mall Thika Super Highway,-1.118067,37.010214
Juja Mall,Thika Highway,Juja Mall Thika Highway,-1.118067,37.010214
Juja Mall,Thikard,Juja Mall Thikard,-1.118067,37.010214
Juja police station,Thika Rd,Juja police station Thika Rd,-1.104779,37.01795
Juja police station,Thika Road,Juja police station Thika Road,-1.104779,37.01795
Juja police station,Thika Superhighway,Juja police station Thika Superhighway,-1.104779,37.01795
Juja police station,Thika Super Highway,Juja police station Thika Super Highway,-1.104779,37.01795
Juja police station,Thika Highway,Juja police station Thika Highway,-1.104779,37.01795
Juja police station,Thikard,Juja police station Thikard,-1.104779,37.01795
Juja Preparatory footbridge,Thika Rd,Juja Preparatory footbridge Thika Rd,-1.121597,37.006872
Juja Preparatory footbridge,Thika Road,Juja Preparatory footbridge Thika Road,-1.121597,37.006872
Juja Preparatory footbridge,Thika Superhighway,Juja Preparatory footbridge Thika Superhighway,-1.121597,37.006872
Juja Preparatory footbridge,Thika Super Highway,Juja Preparatory footbridge Thika Super Highway,-1.121597,37.006872
Juja Preparatory footbridge,Thika Highway,Juja Preparatory footbridge Thika Highway,-1.121597,37.006872
Juja Preparatory footbridge,Thikard,Juja Preparatory footbridge Thikard,-1.121597,37.006872
Juja Thika,Thika Rd,Juja Thika Thika Rd,-1.106842,37.015216
,, ,,
,, ,,
,, ,,
,, ,,
kamere,moi south lake road,kamere moi south lake road,-0.818528,36.319895
juja sewage flyover,,juja sewage flyover ,-1.099483,37.02362
Juja Underpass,Thika Rd,Juja Underpass Thika Rd,-1.1072596,37.0151496
Juja Underpass,Thika Road,Juja Underpass Thika Road,-1.1072596,37.0151496
Juja Underpass,Thika Superhighway,Juja Underpass Thika Superhighway,-1.1072596,37.0151496
Juja Underpass,Thika Super Highway,Juja Underpass Thika Super Highway,-1.1072596,37.0151496
Juja Underpass,Thika Highway,Juja Underpass Thika Highway,-1.1072596,37.0151496
Juja Underpass,Thikard,Juja Underpass Thikard,-1.1072596,37.0151496
Juja weigh bridge,Thika Rd,Juja weigh bridge Thika Rd,-1.124259,37.003822
Juja weigh bridge,Thika Road,Juja weigh bridge Thika Road,-1.124259,37.003822
Juja weigh bridge,Thika Superhighway,Juja weigh bridge Thika Superhighway,-1.124259,37.003822
Juja weigh bridge,Thika Super Highway,Juja weigh bridge Thika Super Highway,-1.124259,37.003822
Juja weigh bridge,Thika Highway,Juja weigh bridge Thika Highway,-1.124259,37.003822
Juja weigh bridge,Thikard,Juja weigh bridge Thikard,-1.124259,37.003822
Juja weighbridge,Thika Rd,Juja weighbridge Thika Rd,-1.124259,37.003822
Juja weighbridge,Thika Road,Juja weighbridge Thika Road,-1.124259,37.003822
Juja weighbridge,Thika Superhighway,Juja weighbridge Thika Superhighway,-1.124259,37.003822
Juja weighbridge,Thika Super Highway,Juja weighbridge Thika Super Highway,-1.124259,37.003822
Juja weighbridge,Thika Highway,Juja weighbridge Thika Highway,-1.124259,37.003822
Juja weighbridge,Thikard,Juja weighbridge Thikard,-1.124259,37.003822
Junction,Ngong Rd,Junction Ngong Rd,-1.298857,36.762126
Junction,Ngong Road,Junction Ngong Road,-1.298857,36.762126
Junction roundabout,Ngong Rd,Junction roundabout Ngong Rd,-1.299088,36.761088
Junction roundabout,Ngong Road,Junction roundabout Ngong Road,-1.299088,36.761088
muindi mbingu kenyatta,Kenyatta Ave,muindi mbingu kenyatta Kenyatta Ave,-1.284982,36.820631
kabansora,,kabansora ,-1.319265,36.907273
Kabasiran james gichuru,James Gichuru Rd,Kabasiran james gichuru James Gichuru Rd,-1.265153,36.772924
kahawa barracks,Thika Rd,kahawa barracks Thika Rd,-1.197129,36.92301
kabete barracks,,kabete barracks ,-1.258955,36.778309
Kabete police,Waiyaki Way,Kabete police Waiyaki Way,-1.262162,36.726393
Kabuagi,Ngong Rd,Kabuagi Ngong Rd,-1.316469,36.718097
Kabuagi,Ngong Road,Kabuagi Ngong Road,-1.316469,36.718097
Kachok flyover,Kisumu Busia Rd,Kachok flyover Kisumu Busia Rd,-0.109906,34.774953
Kachok flyover,Kisumu Busia Road,Kachok flyover Kisumu Busia Road,-0.109906,34.774953
Kachok flyover,Kisumu Busia Highway,Kachok flyover Kisumu Busia Highway,-0.109906,34.774953
Kachok flyover,Busia Kisumu Rd,Kachok flyover Busia Kisumu Rd,-0.109906,34.774953
Kachok flyover,Busia Kisumu Road,Kachok flyover Busia Kisumu Road,-0.109906,34.774953
Kachok flyover,Busia Kisumu Highway,Kachok flyover Busia Kisumu Highway,-0.109906,34.774953
Kahawa,Thika Rd,Kahawa Thika Rd,-1.193631,36.926339
Kahawa,Thika Road,Kahawa Thika Road,-1.193631,36.926339
Kahawa,Thika Superhighway,Kahawa Thika Superhighway,-1.193631,36.926339
Kahawa,Thika Super Highway,Kahawa Thika Super Highway,-1.193631,36.926339
Kahawa,Thika Highway,Kahawa Thika Highway,-1.193631,36.926339
Kahawa,Thikard,Kahawa Thikard,-1.193631,36.926339
kahawa barracks,,kahawa barracks ,-1.197129,36.92301
Kahawa footbridge,Thika Rd,Kahawa footbridge Thika Rd,-1.19651,36.923654
Kahawa footbridge,Thika Road,Kahawa footbridge Thika Road,-1.19651,36.923654
Kahawa footbridge,Thika Superhighway,Kahawa footbridge Thika Superhighway,-1.19651,36.923654
Kahawa footbridge,Thika Super Highway,Kahawa footbridge Thika Super Highway,-1.19651,36.923654
Kahawa footbridge,Thika Highway,Kahawa footbridge Thika Highway,-1.19651,36.923654
Kahawa footbridge,Thikard,Kahawa footbridge Thikard,-1.19651,36.923654
Kahawa sukari,Thika Rd,Kahawa sukari Thika Rd,-1.187297,36.933179
Kahawa sukari,Thika Road,Kahawa sukari Thika Road,-1.187297,36.933179
Kahawa sukari,Thika Superhighway,Kahawa sukari Thika Superhighway,-1.187297,36.933179
Kahawa sukari,Thika Super Highway,Kahawa sukari Thika Super Highway,-1.187297,36.933179
Kahawa sukari,Thika Highway,Kahawa sukari Thika Highway,-1.187297,36.933179
Kahawa sukari,Thikard,Kahawa sukari Thikard,-1.187297,36.933179
Kahawa Wendani,Thika Rd,Kahawa Wendani Thika Rd,-1.1949796,36.9252425
Kahawa Wendani,Thika Road,Kahawa Wendani Thika Road,-1.1949796,36.9252425
Kahawa Wendani,Thika Superhighway,Kahawa Wendani Thika Superhighway,-1.1949796,36.9252425
Kahawa Wendani,Thika Super Highway,Kahawa Wendani Thika Super Highway,-1.1949796,36.9252425
Kahawa Wendani,Thika Highway,Kahawa Wendani Thika Highway,-1.1949796,36.9252425
Kahawa Wendani,Thikard,Kahawa Wendani Thikard,-1.1949796,36.9252425
Kahawa West,Northern Bypass,Kahawa West Northern Bypass,-1.186242,36.90676
Kakuzi,Makuyu Nairobi Highway,Kakuzi Makuyu Nairobi Highway,-0.83084,37.231181
Kakuzi,Nairobi Makuyu Highway,Kakuzi Nairobi Makuyu Highway,-0.83084,37.231181
Kakuzi Shell,Embu Nairobi Highway,Kakuzi Shell Embu Nairobi Highway,-0.83084,37.231181
Kaloleni police station,Jogoo Rd,Kaloleni police station Jogoo Rd,-1.292983,36.845624
Kaloleni police station,Jogoo Road,Kaloleni police station Jogoo Road,-1.292983,36.845624
Kamakis,Eastern Bypass,Kamakis Eastern Bypass,-1.170944,36.97222
Kambiti,Embu Nairobi Highway,Kambiti Embu Nairobi Highway,-0.816443,37.245559
Kamera,Kisii Nyamira Rd,Kamera Kisii Nyamira Rd,-0.665184,34.834081
Kamera,Kisii Nyamira Road,Kamera Kisii Nyamira Road,-0.665184,34.834081
Kamera,Kisii Nyamira,Kamera Kisii Nyamira,-0.665184,34.834081
Kamiti bridge,Northern Bypass,Kamiti bridge Northern Bypass,-1.1960013,36.9017404
Kamiti Corner,Kamiti Rd,Kamiti Corner Kamiti Rd,-1.159252,36.881616
Kamiti Corner,Kamiti,Kamiti Corner Kamiti,-1.159252,36.881616
Kamiti Corner,Kamiti Road,Kamiti Corner Kamiti Road,-1.159252,36.881616
Kanamai Village,Malindi Rd,Kanamai Village Malindi Rd,-3.917249,39.759087
Kanamai Village,Malindi Road,Kanamai Village Malindi Road,-3.917249,39.759087
Kangemi,Waiyaki Way,Kangemi Waiyaki Way,-1.2640976,36.7469767
Kangemi flyover,Waiyaki Way,Kangemi flyover Waiyaki Way,-1.2640333,36.7493373
Kangudo Njiru,Njiru Rd,Kangudo Njiru Njiru Rd,-1.2487,36.944874
Kangundo Bypass,Eastern Bypass,Kangundo Bypass Eastern Bypass,-1.264053,36.982889
Kapa Oil,Mombasa Rd,Kapa Oil Mombasa Rd,-1.365055,36.911596
Kapa Oil,Mombasa Road,Kapa Oil Mombasa Road,-1.365055,36.911596
Kapa Oil,Msa Rd,Kapa Oil Msa Rd,-1.365055,36.911596
Kapa Oil,Msa Road,Kapa Oil Msa Road,-1.365055,36.911596
Kapiti Rd junction,Mombasa Rd,Kapiti Rd junction Mombasa Rd,-1.3193224,36.8
Kapiti Rd junction,Mombasa Road,Kapiti Rd junction Mombasa Road,-1.3193224,36.8
Kapiti Rd junction,Msa Rd,Kapiti Rd junction Msa Rd,-1.3193224,36.8
Kapiti Rd junction,Msa Road,Kapiti Rd junction Msa Road,-1.3193224,36.8
Kapseret, ,Kapseret  ,0.449056,35.243834
Karatina, ,Karatina  ,-0.483085,37.127282
Karen Rd junction,Ngong Rd,Karen Rd junction Ngong Rd,-1.315978,36.718723
Karen Rd junction,Ngong Road,Karen Rd junction Ngong Road,-1.315978,36.718723
karen roundabout,,karen roundabout ,-1.322358,36.707114
Kariandusi,Nairobi Nakuru Highway,Kariandusi Nairobi Nakuru Highway,-0.420213,36.258439
Kariandusi,Nakuru Nairobi Highway,Kariandusi Nakuru Nairobi Highway,-0.420213,36.258439
Kariandusi,Nairobi Nakuru Rd,Kariandusi Nairobi Nakuru Rd,-0.420213,36.258439
Kariandusi,Nairobi Nakuru Road,Kariandusi Nairobi Nakuru Road,-0.420213,36.258439
Kariandusi,Nakuru Nairobi Road,Kariandusi Nakuru Nairobi Road,-0.420213,36.258439
Kariandusi,Nakuru Highway,Kariandusi Nakuru Highway,-0.420213,36.258439
Kariobangi,Kamarock Rd,Kariobangi Kamarock Rd,-1.262339,36.879278
Kariobangi,Komarock Rd,Kariobangi Komarock Rd,-1.262339,36.879278
Kariobangi,Komarock Road,Kariobangi Komarock Road,-1.262339,36.879278
kariokor roundabout,,kariokor roundabout ,-1.276965,36.835211
Kasarani,Thika Rd,Kasarani Thika Rd,-1.2196263,36.8914651
Kasarani,Thika Road,Kasarani Thika Road,-1.2196263,36.8914651
Kasarani,Thika Superhighway,Kasarani Thika Superhighway,-1.2196263,36.8914651
Kasarani,Thika Super Highway,Kasarani Thika Super Highway,-1.2196263,36.8914651
Kasarani,Thika Highway,Kasarani Thika Highway,-1.2196263,36.8914651
Kasarani,Thikard,Kasarani Thikard,-1.2196263,36.8914651
Kasarani Mwiki,Thika Rd,Kasarani Mwiki Thika Rd,-1.220408,36.890547
Kasarani Mwiki,Thika Road,Kasarani Mwiki Thika Road,-1.220408,36.890547
Kasarani Mwiki,Thika Superhighway,Kasarani Mwiki Thika Superhighway,-1.220408,36.890547
Kasarani Mwiki,Thika Super Highway,Kasarani Mwiki Thika Super Highway,-1.220408,36.890547
Kasarani Mwiki,Thika Highway,Kasarani Mwiki Thika Highway,-1.220408,36.890547
Kasarani Mwiki,Thikard,Kasarani Mwiki Thikard,-1.220408,36.890547
Kasarani stadium,Thika Rd,Kasarani stadium Thika Rd,-1.223221,36.888036
Kasarani stadium,Thika Road,Kasarani stadium Thika Road,-1.223221,36.888036
Kasarani stadium,Thika Superhighway,Kasarani stadium Thika Superhighway,-1.223221,36.888036
Kasarani stadium,Thika Super Highway,Kasarani stadium Thika Super Highway,-1.223221,36.888036
Kasarani stadium,Thika Highway,Kasarani stadium Thika Highway,-1.223221,36.888036
Kasarani stadium,Thikard,Kasarani stadium Thikard,-1.223221,36.888036
Kasarani-Mwiki Rd,Thika Rd,Kasarani-Mwiki Rd Thika Rd,-1.219175,36.892356
Kasarani-Mwiki Rd,Thika Road,Kasarani-Mwiki Rd Thika Road,-1.219175,36.892356
Kasarani-Mwiki Rd,Thika Superhighway,Kasarani-Mwiki Rd Thika Superhighway,-1.219175,36.892356
Kasarani-Mwiki Rd,Thika Super Highway,Kasarani-Mwiki Rd Thika Super Highway,-1.219175,36.892356
Kasarani-Mwiki Rd,Thika Highway,Kasarani-Mwiki Rd Thika Highway,-1.219175,36.892356
Kasarani-Mwiki Rd,Thikard,Kasarani-Mwiki Rd Thikard,-1.219175,36.892356
Kasarini Stage,Kiambu Rd,Kasarini Stage Kiambu Rd,-1.202099,36.834028
Kasarini Stage,Kiambu Road,Kasarini Stage Kiambu Road,-1.202099,36.834028
KBC,Uhuru Highway,KBC Uhuru Highway,-1.276678,36.813621
KBC,Waiyaki Way,KBC Waiyaki Way,-1.276678,36.813621
KCA,Thika Rd,KCA Thika Rd,-1.252148,36.859953
KCA,Thika Road,KCA Thika Road,-1.252148,36.859953
KCA,Thika Superhighway,KCA Thika Superhighway,-1.252148,36.859953
KCA,Thika Super Highway,KCA Thika Super Highway,-1.252148,36.859953
KCA,Thika Highway,KCA Thika Highway,-1.252148,36.859953
KCA,Thikard,KCA Thikard,-1.252148,36.859953
KCB ,Ngong Rd,KCB  Ngong Rd,-1.328476,36.689422
KCB ,Ngong Road,KCB  Ngong Road,-1.328476,36.689422
Kempinski,Waiyaki Way,Kempinski Waiyaki Way,-1.272078,36.808849
Kempinsky,Waiyaki Way,Kempinsky Waiyaki Way,-1.272078,36.808849
KEMU,,KEMU ,0.08589,37.652514
Kencom,,Kencom ,-1.285552,36.824971
Kenya Airways HQ,Airport North Rd,Kenya Airways HQ Airport North Rd,-1.315395,36.921744
Kenya Airways HQ,North Airport Rd,Kenya Airways HQ North Airport Rd,-1.315395,36.921744
Kenya Airways HQ,North Airport Road,Kenya Airways HQ North Airport Road,-1.315395,36.921744
Kenya Ferry, ,Kenya Ferry  ,-4.077647,39.665826
Kenya Methodist University , ,Kenya Methodist University   ,0.08589,37.652514
Kenya National Archives,Tom Mboya St,Kenya National Archives Tom Mboya St,-1.284734,36.826093
Kenya Science,Ngong Rd,Kenya Science Ngong Rd,-1.299461,36.764393
Kenya Science,Ngong Road,Kenya Science Ngong Road,-1.299461,36.764393
Kenyatta Highway Thika,,Kenyatta Highway Thika ,-1.040335,37.071755
Kenyatta Market,Mbagathi Way,Kenyatta Market Mbagathi Way,-1.306729,36.803663
Kenyatta Market,Mbagathi,Kenyatta Market Mbagathi,-1.306729,36.803663
Kenyatta Market,Mbagathi Road,Kenyatta Market Mbagathi Road,-1.306729,36.803663
Kenyatta Market,Mbagathi Rd,Kenyatta Market Mbagathi Rd,-1.306729,36.803663
Kenyatta University,Thika Rd,Kenyatta University Thika Rd,-1.180448,36.939088
Kenyatta University,Thika Road,Kenyatta University Thika Road,-1.180448,36.939088
Kenyatta University,Thika Superhighway,Kenyatta University Thika Superhighway,-1.180448,36.939088
Kenyatta University,Thika Super Highway,Kenyatta University Thika Super Highway,-1.180448,36.939088
Kenyatta University,Thika Highway,Kenyatta University Thika Highway,-1.180448,36.939088
Kenyatta University,Thikard,Kenyatta University Thikard,-1.180448,36.939088
Kerio Valley,Kerio Valley Rd,Kerio Valley Kerio Valley Rd,0.6101367,35.3798476
Kerio Valley,Kerio Valley Road,Kerio Valley Kerio Valley Road,0.6101367,35.3798476
Keroka,Kisii Nairobi Highway,Keroka Kisii Nairobi Highway,-0.776465,34.945654
Keroka,Kisii Nairobi Road,Keroka Kisii Nairobi Road,-0.776465,34.945654
Keroka,Kisii Nairobi Rd,Keroka Kisii Nairobi Rd,-0.776465,34.945654
Keroka,Nairobi Kisii Road,Keroka Nairobi Kisii Road,-0.776465,34.945654
Keroka,Nairobi Kisii Rd,Keroka Nairobi Kisii Rd,-0.776465,34.945654
Keroka,Nairobi Kisii Highway,Keroka Nairobi Kisii Highway,-0.776465,34.945654
Kestamil School,Thika Rd,Kestamil School Thika Rd,-1.212509,36.902992
Kestamil School,Thika Road,Kestamil School Thika Road,-1.212509,36.902992
Kestamil School,Thika Superhighway,Kestamil School Thika Superhighway,-1.212509,36.902992
Kestamil School,Thika Super Highway,Kestamil School Thika Super Highway,-1.212509,36.902992
Kestamil School,Thika Highway,Kestamil School Thika Highway,-1.212509,36.902992
Kestamil School,Thikard,Kestamil School Thikard,-1.212509,36.902992
Kiamba,Limuru Rd,Kiamba Limuru Rd,-1.206389,36.656426
Kiamba,Limuru Road,Kiamba Limuru Road,-1.206389,36.656426
Kianda Schl,Waiyaki Way,Kianda Schl Waiyaki Way,-1.264058,36.757534
Kianda School,Waiyaki Way,Kianda School Waiyaki Way,-1.264058,36.757534
Kibarani,Mombasa Rd,Kibarani Mombasa Rd,-4.032421,39.647577
Kibarani,Mombasa Road,Kibarani Mombasa Road,-4.032421,39.647577
Kibarani,Msa Rd,Kibarani Msa Rd,-4.032421,39.647577
Kibarani,Msa Road,Kibarani Msa Road,-4.032421,39.647577
Kibarani Bridge,Mombasa Rd,Kibarani Bridge Mombasa Rd,-4.03389,39.65162
Kibarani Bridge,Mombasa Road,Kibarani Bridge Mombasa Road,-4.03389,39.65162
Kibarani Bridge,Msa Rd,Kibarani Bridge Msa Rd,-4.03389,39.65162
Kibarani Bridge,Msa Road,Kibarani Bridge Msa Road,-4.03389,39.65162
Kibera,Southern Bypass,Kibera Southern Bypass,-1.318122,36.778321
Kibwezi Junction,Mombasa Rd,Kibwezi Junction Mombasa Rd,-2.417819,37.960811
Kibwezi Junction,Mombasa Road,Kibwezi Junction Mombasa Road,-2.417819,37.960811
Kibwezi Junction,Msa Rd,Kibwezi Junction Msa Rd,-2.417819,37.960811
Kibwezi Junction,Msa Road,Kibwezi Junction Msa Road,-2.417819,37.960811
Kikopey, ,Kikopey  ,-0.497597,36.312443
Kikopey Gilgil, ,Kikopey Gilgil  ,-0.496374,36.310737
Riverside ring road ,Riverside Drive,Riverside ring road  Riverside Drive,-1.271658,36.80146
Kilifi,Mombasa Malindi Road,Kilifi Mombasa Malindi Road,-3.515681,39.884963
Kilifi,Mombasa Malindi Rd,Kilifi Mombasa Malindi Rd,-3.515681,39.884963
Kilifi,Mombasa Malindi Highway,Kilifi Mombasa Malindi Highway,-3.515681,39.884963
kimana,,kimana ,-2.798377,37.536869
Kimathi University, ,Kimathi University  ,-0.395065,36.95731
Kimbo,Thika Rd,Kimbo Thika Rd,-1.132967,36.974511
Kimbo,Thika Road,Kimbo Thika Road,-1.132967,36.974511
Kimbo,Thika Superhighway,Kimbo Thika Superhighway,-1.132967,36.974511
Kimbo,Thika Super Highway,Kimbo Thika Super Highway,-1.132967,36.974511
